primary_accession	country	geo_loc	collection_year	host 	pubmed	comment
AB516692	-	-	-	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516691	-	-	-	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516690	-	-	-	Vampire bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516689	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516688	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516687	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516686	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516685	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516684	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516683	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516682	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516681	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516680	-	-	-	Insectivorous bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516679	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516678	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516677	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516676	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516675	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516674	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516673	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB516672	-	-	-	flying foxes	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246270	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246269	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246268	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246267	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246266	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246265	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246264	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246263	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246262	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246261	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246260	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246259	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246258	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246257	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246256	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246255	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246254	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246253	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246252	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246251	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246250	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246249	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246248	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246247	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246246	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246245	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246244	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246243	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246242	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246241	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246240	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246239	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246238	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246237	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246236	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246235	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246234	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246233	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246232	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246231	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246230	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246229	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246228	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246227	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246226	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246225	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246224	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246223	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246222	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246221	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246220	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246219	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246218	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246217	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246216	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246215	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246214	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246213	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246212	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246211	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246210	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246209	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246208	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246207	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246206	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246205	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246204	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246203	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246202	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246201	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246200	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246199	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246198	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246197	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246196	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246195	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB246194	-	-	-	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765647	India	Tamil Nadu	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765646	India	Karnataka	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765645	India	Andhra Pradesh	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765644	India	Karnataka	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765643	India	Tamil Nadu	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765642	India	Karnataka	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765641	India	Karnataka	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765640	India	Karnataka	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765639	India	Karnataka	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765638	India	Karnataka	-	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765637	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765636	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765635	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765634	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765633	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765632	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765631	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765630	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765629	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
OP765628	India	Goa	-	Canine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435377	Mexico	Mier y Noriega	2008	Mephitis macroura	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435376	Mexico	Mier y Noriega	2008	Mephitis macroura	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435379	Mexico	Montemorelos	2009	Tadarida brasiliensis mexicana	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435384	Mexico	Monterrey	2009	Tadarida brasiliensis mexicana	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435374	Mexico	Salinas Victoria	2009	Urocyon cinereoargenteus	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435380	Mexico	Monterrey	2011	Tadarida brasiliensis mexicana	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435378	Mexico	García	2010	Domestic cat	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435381	Mexico	Monterrey	2011	Lasiurus ega	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435386	Mexico	Sabinas Hidalgo	2011	Domestic dog	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435385	Mexico	Santiago	2012	Tadarida brasiliensis mexicana	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435382	Mexico	Montemorelos	2012	Tadarida brasiliensis mexicana	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435383	Mexico	Monterrey	2012	Tadarida brasiliensis mexicana	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435388	Mexico	Monterrey	2012	Lasiurus cinereus	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435387	Mexico	Monterrey	2012	Lasiurus ega	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KY435375	Mexico	Mier y Noriega	2015	Mephitis macroura	31999515	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083803	Brazil	Morrinhos	1999	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083804	Brazil	Iporá	1998	Horse	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083805	Brazil	São Roque	1994	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083806	Brazil	Taobate	-	Vampire bat	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083807	Brazil	Pindamonhagaba	1998	Vampire bat	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083808	Brazil	Apiaı́	1992	Sheep	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083809	Brazil	Nova Olinda	1998	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
	Brazil	Unknown	1996	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083810	Brazil	Araguaxna	1999	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083811	Brazil	Colinas	1999	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
	Brazil	Stafé	1999	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083812	Brazil	-	-	Vampire bat	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
	Brazil	Alta Aragusis	1999	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083813	Brazil	Alto Taquari	1999	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
	Brazil	Cáceres	1999	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083814	Brazil	Cáceres	1999	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083815	Brazil	-	-	Vampire bat	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083816	Brazil	-	-	Vampire bat	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083817	Brazil	Piraju	1989	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB083818	Brazil	Corumbaı́ba	1999	Cattle	12637081	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110662	Brazil	Ipora	1998	Horse	15297743	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110663	Brazil	Sao Roque	1994	Cattle	15297743	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110664	Brazil	Taubate		Vampire bat	15297743	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110665	Brazil	Apiai	1992	Sheep	15297743	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110666	Brazil	Colinas do Tocantins	1999	Cattle	15297743	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110667	Brazil	Caceres	1999	Cattle	15297743	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110668	Brazil	Piraju	1989	Cattle	15297743	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110669	Brazil	Corumbaiba	1999	Cattle	15297743	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247411	Brazil	Goiânia	1999	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110656	Brazil	Goiânia	1999	Cat	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247409	Brazil	Goiânia	1998	Cat	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110657	Brazil	Goiânia	1999	Human	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110658	Brazil	MG	1987	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110659	Brazil	SP	1989	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247410	Brazil	Goiânia	1999	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110660	Brazil	Bela Vista de Goiânia	1999	Horse	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247438	Brazil	Goiânia	1999	Human	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110661	Brazil	Nova Aurora	1998	Pig	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110662	Brazil	Ipora	1998	Horse	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110663	Brazil	Sao Roque	1994	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110664	Brazil	Taubate	-	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110665	Brazil	Apiai	1992	Sheep	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247393	Brazil	-	1999	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110666	Brazil	Colinas do Tocantins	1999	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247442	Brazil	-	-	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247394	Brazil	Alto Taquari	1999	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110667	Brazil	Caceres	1999	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247443	Brazil	-	-	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
